results__list_name,results__bestsellers_date,results__published_date,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,1,081299325X,9.78E+12,The Times columnist extols personal virtues like kindness and honesty in a materialistic age.,THE ROAD TO CHARACTER,David Brooks
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,2,1591451884,9.78E+12,A devotional journal.,JESUS CALLING,Sarah Young
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,3,1878424319,9.78E+12,A practical guide to personal conduct and spiritual freedom.,THE FOUR AGREEMENTS,Don Miguel Ruiz
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,4,62248499,9.78E+12,How the niece of the Scientology leader David Miscavige left the church at 21.,BEYOND BELIEF,Jenna Miscavige Hill with Lisa Pulitzer
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,5,,9.78E+12,The Pulitzer Prize-winning author examines the world of Scientology; the basis for the documentary film.,GOING CLEAR,Lawrence Wright
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,6,718022122,9.78E+12,"The author addresses her misgivings and cynicism about organized religion, in search of a renewed faith in the community and ceremonies that make a Church.",SEARCHING FOR SUNDAY,Rachel Held Evans
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,7,1577314808,9.78E+12,A guide to personal growth and spiritual enlightenment.,THE POWER OF NOW,Eckhart Tolle
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,8,553393243,9.78E+12,Ways of weaving compassion into your business dealings and personal life.,DO THE KIND THING,Daniel Lubetzky
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,9,62333933,9.78E+12,The author of “Infidel” and “Nomad” argues that fundamental doctrines of Islam must change for it to be compatible with democracy.,HERETIC,Ayaan Hirsi Ali
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,10,1501110306,9.78E+12,"An insider's account of the Amish life today, by the star of the Discovery Channel reality show, ""Amish Mafia.""",AMISH CONFIDENTIAL,"""Lebanon"" Levi Stoltzfus"
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,11,805098542,9.78E+12,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus’ execution.",KILLING JESUS,Bill O'Reilly and Martin Dugard
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,12,310247454,9.78E+12,Practical guidelines for Christians. Originally published in 1992.,BOUNDARIES,Henry Cloud and John Townsend
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,13,162157332X,9.78E+12,"A memoir by the author and Academy Award-winning screen writer of ""The Exorcist;"" grief at the death of his son, Peter, is a defining lens of faith and focus.",FINDING PETER,William Peter Blatty
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,14,465049494,9.78E+12,,ONE NATION UNDER GOD,Kevin M Kruse
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,15,1572245379,9.78E+12,The answer to who we are is said to be found in our consciousness. Originally published in 2012.,THE UNTETHERED SOUL,Michael A Singer
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,4/25/2015,5/10/2015,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,1,1594486298,9.78E+12,"Essays about forgiveness, transformation and grace.",SMALL VICTORIES,Anne Lamott
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,2,1250054052,9.78E+12,The media queen discusses the essential components of an authentic life; adapted from her column in O magazine.,WHAT I KNOW FOR SURE,Oprah Winfrey
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,3,805098542,9.78E+12,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus’ execution.",KILLING JESUS,Bill O'Reilly and Martin Dugard
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,4,525954147,9.78E+12,Guidance for establishing a personal relationship with God.,PRAYER,Timothy Keller
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,5,849948487,9.78E+12,The power of a simple prayer.,BEFORE AMEN,Max Lucado
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,6,525954422,9.78E+12,An argument that miracles are not only possible but widespread.,MIRACLES,Eric Metaxas
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,7,1414387083,9.78E+12,A celebration of Christmas through the Advent tradition.,THE GREATEST GIFT,Ann Voskamp
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,8,849946158,9.78E+12,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an emergency appendectomy; the basis of the movie.,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,9,1400205859,9.78E+12,A spirituality-based guide to managing the multiple demands on busy lives.,THE BEST YES,Lysa TerKeurst
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,10,871401002,9.78E+12,The Pulitzer Prize-winning biologist grapples with the ultimate philosophical questions: How and why did humanity came to exist on this planet.,THE MEANING OF HUMAN EXISTENCE,Edward O Wilson
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,11,1476766401,9.78E+12,"An exploration of spirituality and the afterlife, from the author of ""Proof of Heaven.""",THE MAP OF HEAVEN,Eben Alexander with Ptolemy Tompkins
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,12,1577314808,9.78E+12,A guide to personal growth and spiritual enlightenment. Originally published in 2002.,THE POWER OF NOW,Eckhart Tolle
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,13,1621572552,9.78E+12,"The lawyer and political commentator uses his legal training to evaluate, and affirm, the truthfulness of the Bible.",JESUS ON TRIAL,David Limbaugh
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,14,1451695195,9.78E+12,A neurosurgeon recounts his near death experience during a coma from bacterial meningitis.,PROOF OF HEAVEN,Eben Alexander
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,15,307957047,9.78E+12,,FIELDS OF BLOOD,Karen Armstrong
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,11/29/2014,12/14/2014,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,1,399588639,9.78E+12,"In a conversation with a Vatican reporter, the pontiff explores the cornerstone of his faith.",THE NAME OF GOD IS MERCY,Pope Francis with Andrea Tornielli
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,2,1878424319,9.78E+12,"A guide to conduct, spiritual freedom and a life with fewer limitations, by a Mexican healer. Originally published in 2000.",THE FOUR AGREEMENTS,Don Miguel Ruiz
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
Religion Spirituality and Faith,1/30/2016,2/14/2016,3,1433688670,9.78E+12,"A guide to practical, purposeful praying, addressed particularly to women, by the Bible instructor and actress.",FERVENT,Priscilla Shirer
Religion Spirituality and Faith,1/30/2016,2/14/2016,,,,,,
